user_id,churned,days_since_last_trip,days_since_last_session,trips_last_7d,trips_last_30d,trips_last_60d,trips_last_90d,monetary_total,monetary_avg,trips_lifetime,monetary_last_30d,rfm_recency_score,rfm_frequency_score,rfm_monetary_score,rfm_combined_score,avg_trip_duration,avg_fare,avg_surge,tip_rate,peak_hour_rate,weekend_ratio,rainy_ride_ratio,preferred_payment_encoded,avg_driver_rating_received,session_last_30d,session_last_60d,avg_time_on_app,avg_pages_visited,session_conversation_rate,engagement_score,account_age_days,activity_trend_30d,unique_active_days,was_referred,avg_rating_given,loyalty_encoded,city_encoded
R00123,0,17,0.0,0,2,4,5,358.43,15.58,23,28.189999999999998,3,3,3,3.0,35.65,13.54,1.06,0.83,0.3,0.3,0.17,0,4.043,7.0,7.0,100.14,3.29,0.29,5.8,480,0.0,23,0,5.0,2,0
R00124,0,4,0.0,1,5,7,9,435.48,20.74,21,115.776,5,5,4,4.67,25.48,16.49,1.12,0.57,0.33,0.05,0.29,0,4.005,5.0,5.0,64.8,2.4,0.0,5.05,335,1.0,20,1,4.5,0,2
R00125,0,8,0.0,0,2,4,5,459.83,21.9,21,48.675,4,3,4,3.67,25.62,16.54,1.2,0.19,0.52,0.19,0.1,0,4.314,5.0,5.0,54.2,3.8,0.0,5.33,401,0.0,21,0,4.1,0,1
R00126,0,7,0.0,0,2,7,9,533.93,20.54,26,55.424,4,3,5,4.0,31.42,15.89,1.22,0.27,0.31,0.23,0.27,0,4.108,7.0,7.0,16.29,2.29,0.0,3.65,347,-0.5,26,0,4.3,0,2
R00127,0,7,0.0,0,2,7,7,309.61,19.35,16,42.106,4,3,2,3.0,32.0,15.14,1.14,0.5,0.38,0.25,0.06,0,4.169,2.0,2.0,40.0,4.0,0.0,5.08,702,-0.5,16,0,5.0,0,2
R00128,0,22,0.0,0,2,2,4,341.6,17.98,19,34.46,2,3,2,2.33,37.21,15.9,1.07,0.42,0.37,0.26,0.16,0,4.2,2.0,2.0,22.5,3.0,0.0,4.23,167,2.0,18,0,3.5,0,2
R00129,0,13,0.0,0,4,5,8,409.73,22.76,18,112.50500000000001,3,5,4,4.0,29.44,17.1,1.18,0.44,0.17,0.17,0.17,0,4.261,5.0,5.0,207.6,2.0,0.0,6.03,396,1.5,18,0,4.2,0,2
R00130,0,2,0.0,1,2,5,5,320.96,16.89,19,51.71,5,3,2,3.33,39.16,15.11,1.06,0.26,0.47,0.16,0.21,0,4.205,3.0,3.0,127.0,1.67,0.0,5.36,297,-0.25,19,0,4.1,0,0
R00131,0,1,0.0,2,5,7,8,563.49,18.78,30,98.25399999999999,5,5,5,5.0,38.27,15.45,1.14,0.3,0.37,0.33,0.17,0,4.15,9.0,9.0,45.89,2.44,0.33,4.73,627,1.0,29,0,5.0,0,1
R00132,0,3,0.0,1,1,5,5,252.57,15.79,16,8.01,5,2,1,2.67,27.75,13.93,1.11,0.31,0.38,0.31,0.31,0,4.294,5.0,5.0,52.4,3.2,0.2,5.13,246,-0.6,14,0,4.9,1,0
R00133,0,10,0.0,0,2,2,5,613.89,25.58,24,193.20700000000002,3,3,5,3.67,35.83,16.71,1.28,0.71,0.25,0.21,0.38,0,4.271,7.0,7.0,89.29,2.86,0.29,5.55,481,2.0,22,0,5.0,2,2
R00134,1,46,0.0,0,0,1,2,259.31,16.21,16,0.0,1,1,1,1.0,32.69,14.9,1.04,0.25,0.31,0.12,0.12,0,3.831,2.0,2.0,142.5,1.0,0.0,4.97,91,-0.5,16,0,3.9,0,1
R00135,0,104,999.0,0,0,0,0,208.67,17.39,12,0.0,1,1,1,1.0,24.25,14.7,1.17,0.42,0.08,0.17,0.25,0,4.45,0.0,0.0,0.0,0.0,0.0,0.0,446,0.0,12,0,3.6,0,2
R00136,0,27,0.0,0,2,4,5,389.87,21.66,18,27.179999999999996,2,3,3,2.67,31.72,15.26,1.26,0.72,0.44,0.33,0.22,0,4.172,4.0,4.0,308.75,4.25,0.25,7.18,189,0.0,16,0,4.8,2,1
R00137,0,7,0.0,0,4,6,8,382.78,18.23,21,94.533,4,5,3,4.0,38.0,15.22,1.11,0.24,0.62,0.24,0.1,0,4.024,7.0,7.0,96.0,3.43,0.0,5.8,726,0.67,20,1,4.6,0,1
R00138,0,33,0.0,0,0,3,3,381.61,20.08,19,0.0,1,1,3,1.67,28.95,15.97,1.14,0.37,0.21,0.37,0.16,0,4.011,3.0,3.0,179.33,3.67,0.0,6.49,519,-0.75,18,0,4.7,1,2
R00139,0,37,0.0,0,0,3,3,382.3,16.62,23,0.0,1,1,3,1.67,34.91,14.94,1.06,0.26,0.17,0.57,0.13,0,4.113,8.0,8.0,44.88,3.0,0.12,4.91,122,-0.75,21,1,4.9,0,2
R00140,0,18,0.0,0,1,5,5,381.29,20.07,19,16.17,2,2,3,2.33,37.63,16.43,1.13,0.37,0.63,0.32,0.11,0,4.1,8.0,8.0,59.5,3.38,0.12,5.31,263,-0.6,19,0,4.1,1,1
R00141,0,48,0.0,0,0,1,4,398.59,16.61,24,0.0,1,1,4,2.0,33.75,14.05,1.12,0.5,0.21,0.08,0.17,0,4.179,5.0,5.0,64.8,2.0,0.4,4.87,679,-0.5,23,1,5.0,2,2
R00142,0,1,0.0,3,6,8,8,433.65,18.07,24,74.188,5,5,4,4.67,34.54,15.08,1.1,0.29,0.38,0.21,0.21,0,4.438,5.0,5.0,50.2,2.4,0.2,4.8,347,1.33,23,0,4.5,0,0
R00144,0,6,0.0,1,2,5,9,554.71,22.19,25,67.781,4,3,5,4.0,33.36,16.67,1.18,0.64,0.2,0.28,0.12,0,4.052,9.0,9.0,160.11,3.56,0.67,6.35,377,-0.25,23,1,5.0,2,0
R00145,1,5,0.0,1,5,7,8,553.78,26.37,21,126.637,4,5,5,4.67,35.33,19.17,1.28,0.19,0.33,0.24,0.29,0,4.233,4.0,4.0,23.0,2.75,0.0,4.16,444,1.0,21,0,4.3,0,2
R00146,0,3,0.0,2,3,5,5,340.95,22.73,15,65.44399999999999,5,4,2,3.67,31.07,16.98,1.19,0.4,0.4,0.33,0.27,0,4.36,1.0,1.0,55.0,1.0,0.0,4.03,119,0.33,15,0,5.0,0,2
R00147,1,11,0.0,0,2,3,5,502.99,21.87,23,32.602000000000004,3,3,5,3.67,38.7,17.6,1.17,0.43,0.22,0.22,0.22,0,4.248,7.0,7.0,73.0,2.57,0.14,5.24,397,0.5,23,0,4.7,1,2
R00148,0,16,0.0,0,2,2,4,255.91,18.28,14,39.45,3,3,1,2.33,33.64,15.4,1.13,0.36,0.43,0.14,0.29,0,4.107,4.0,4.0,78.5,2.25,0.25,5.18,149,2.0,14,0,5.0,1,2
R00149,0,57,0.0,0,0,1,5,366.64,16.67,22,0.0,1,1,3,1.67,30.68,15.2,1.08,0.23,0.05,0.14,0.27,0,4.232,3.0,3.0,245.0,2.33,0.33,6.35,495,-0.5,21,1,5.0,0,2
R00150,0,57,0.0,0,0,1,2,170.69,13.13,13,0.0,1,1,1,1.0,33.15,12.64,1.0,0.38,0.38,0.23,0.0,0,3.992,9.0,9.0,76.11,1.78,0.11,4.92,65,-0.5,13,1,3.9,1,1
R00151,0,0,0.0,3,4,7,10,481.1,20.92,23,76.523,5,5,5,5.0,35.0,16.73,1.15,0.3,0.35,0.26,0.22,0,4.13,9.0,9.0,158.56,2.11,0.44,5.82,643,0.25,19,0,5.0,1,0
R00152,0,31,0.0,0,0,5,6,619.12,19.97,31,0.0,1,1,5,2.33,35.1,16.81,1.13,0.19,0.58,0.32,0.16,0,4.061,7.0,7.0,137.71,2.57,0.0,5.87,280,-0.83,30,1,4.5,1,1
R00153,0,8,0.0,0,3,3,7,328.36,16.42,20,64.102,4,4,2,3.33,34.75,14.38,1.08,0.5,0.2,0.4,0.2,0,4.325,7.0,7.0,38.14,2.57,0.14,4.6,601,3.0,20,0,5.0,0,2
R00154,0,1,0.0,2,3,4,4,408.15,17.75,23,52.37,5,4,4,4.33,28.13,15.29,1.09,0.43,0.35,0.3,0.17,0,4.174,6.0,6.0,114.67,3.0,0.0,5.84,363,1.0,22,0,4.8,1,1
R00155,0,23,0.0,0,1,2,2,394.78,23.22,17,35.25,2,2,3,2.33,31.59,16.13,1.21,0.59,0.47,0.29,0.12,0,4.182,6.0,6.0,70.5,2.5,0.33,5.18,604,0.0,17,1,4.5,3,1
R00157,1,9,0.0,0,2,4,5,450.8,17.34,26,60.798,4,3,4,3.67,35.08,14.13,1.15,0.27,0.42,0.23,0.27,0,4.2,6.0,6.0,324.5,2.33,0.0,6.63,132,0.0,26,0,4.6,1,1
R00158,0,3,0.0,1,3,8,10,428.98,17.16,25,37.65,5,4,4,4.33,33.52,15.49,1.07,0.24,0.2,0.2,0.12,0,4.136,5.0,5.0,53.4,4.2,0.2,5.42,197,-0.33,25,1,4.2,0,2
R00159,1,15,0.0,0,1,2,4,391.68,23.04,17,37.94,3,2,3,2.67,33.06,15.83,1.34,0.24,0.35,0.29,0.24,0,4.488,8.0,8.0,55.88,3.38,0.0,5.25,134,0.0,16,1,4.5,0,2
R00160,0,0,0.0,1,3,3,3,339.27,18.85,18,42.76,5,4,2,3.67,24.67,16.15,1.14,0.22,0.33,0.39,0.39,0,4.267,4.0,4.0,29.25,3.25,0.25,4.56,109,3.0,18,0,4.2,0,2
R00162,0,18,0.0,0,5,5,6,488.34,21.23,23,145.739,2,5,5,4.0,34.87,16.19,1.15,0.74,0.17,0.17,0.17,0,4.148,4.0,4.0,18.75,3.75,0.25,4.27,93,5.0,22,0,4.9,2,0
R00163,0,7,0.0,0,1,3,6,285.64,17.85,16,19.97,4,2,1,2.33,25.81,15.88,1.08,0.19,0.31,0.38,0.19,0,4.219,3.0,3.0,12.0,2.33,0.0,3.37,353,-0.33,15,0,4.6,0,1
R00164,1,4,0.0,1,3,9,11,481.5,20.06,24,34.28,5,4,5,4.67,30.58,16.46,1.12,0.25,0.08,0.38,0.08,0,4.062,5.0,5.0,160.4,3.6,0.0,6.36,556,-0.43,24,1,4.0,0,0
R00165,0,10,0.0,0,4,7,9,464.47,19.35,24,68.6,3,5,5,4.33,29.42,15.06,1.13,0.67,0.21,0.38,0.25,0,3.992,1.0,1.0,6.0,1.0,1.0,1.95,512,0.25,23,0,3.6,2,2
R00166,0,18,0.0,0,2,4,6,419.34,18.23,23,40.001,2,3,4,3.0,32.78,15.91,1.08,0.3,0.3,0.35,0.13,0,4.196,2.0,2.0,30.5,3.5,0.5,4.68,514,0.0,21,0,4.8,0,0
R00167,1,5,0.0,1,2,4,5,385.4,20.28,19,49.64,4,3,3,3.33,29.0,17.14,1.15,0.26,0.37,0.26,0.26,0,4.1,3.0,3.0,186.0,5.0,0.0,6.84,91,0.0,18,0,4.8,0,1
R00168,0,8,0.0,0,1,3,3,440.81,25.93,17,21.340000000000003,4,2,4,3.33,37.12,16.25,1.26,0.41,0.18,0.35,0.24,0,4.035,6.0,6.0,61.0,3.17,0.17,5.27,681,-0.33,16,0,4.7,0,0
R00169,0,6,0.0,1,1,2,2,334.66,16.73,20,43.979,4,2,2,2.67,34.4,13.42,1.12,0.3,0.4,0.35,0.05,0,4.105,6.0,6.0,53.33,1.67,0.0,4.5,604,0.0,20,0,3.9,0,2
R00170,0,12,0.0,0,1,2,2,261.85,18.7,14,29.472,3,2,1,2.0,32.5,14.75,1.17,0.5,0.57,0.29,0.21,0,4.121,3.0,3.0,40.33,2.33,0.33,4.55,252,0.0,14,1,4.7,3,1
R00171,0,1,0.0,1,4,5,6,336.34,16.82,20,62.274,5,5,2,4.0,37.85,15.0,1.08,0.6,0.2,0.25,0.2,0,4.19,4.0,4.0,166.5,2.0,0.0,5.81,147,1.5,19,0,4.8,2,2
R00172,0,10,0.0,0,2,5,6,460.31,17.7,26,61.81400000000001,3,3,4,3.33,32.88,14.51,1.14,0.15,0.27,0.31,0.19,0,4.135,1.0,1.0,102.0,5.0,1.0,6.24,140,-0.25,25,0,5.0,0,2
R00173,0,89,0.0,0,0,0,1,390.55,20.56,19,0.0,1,1,3,1.67,31.47,16.01,1.14,0.16,0.37,0.16,0.11,0,4.121,4.0,4.0,48.0,3.5,0.25,5.13,412,0.0,18,0,4.1,0,1
R00174,0,1,0.0,1,1,5,6,520.22,22.62,23,15.73,5,2,5,4.0,32.43,16.66,1.17,0.61,0.22,0.17,0.17,0,4.343,6.0,6.0,27.5,2.83,0.5,4.37,168,-0.6,22,0,4.9,2,0
R00175,1,24,0.0,0,1,1,2,200.8,18.25,11,13.04,2,2,1,1.67,37.45,14.15,1.12,0.55,0.18,0.0,0.09,0,4.4,8.0,8.0,64.62,3.5,0.75,5.43,294,1.0,10,0,4.0,2,2
R00176,1,12,0.0,0,3,4,7,430.48,16.56,26,46.55,3,4,4,3.67,31.58,14.68,1.08,0.42,0.31,0.23,0.08,0,4.031,7.0,7.0,27.0,2.71,0.0,4.31,568,1.0,24,0,4.7,3,2
R00177,0,71,0.0,0,0,0,4,403.85,19.23,21,0.0,1,1,4,2.0,29.43,16.17,1.15,0.19,0.62,0.33,0.14,0,4.186,5.0,5.0,114.8,2.4,0.4,5.62,692,0.0,21,0,4.9,0,1
R00178,0,3,0.0,1,2,4,8,426.53,18.54,23,46.21,5,3,4,4.0,34.57,15.48,1.14,0.17,0.43,0.26,0.13,0,4.365,2.0,2.0,179.0,4.0,0.5,6.58,661,0.0,22,1,4.8,0,1
R00179,0,35,0.0,0,0,2,5,452.69,18.11,25,0.0,1,1,4,2.0,31.36,15.21,1.1,0.6,0.28,0.32,0.2,0,4.164,7.0,7.0,46.71,2.71,0.57,4.85,424,-0.67,24,0,4.8,2,2
R00180,0,7,0.0,0,1,2,6,250.59,17.9,14,17.56,4,2,1,2.33,30.29,14.65,1.15,0.29,0.14,0.21,0.21,0,4.093,7.0,7.0,69.57,2.71,0.0,5.24,603,0.0,14,0,5.0,1,2
R00182,0,19,0.0,0,1,3,4,258.07,15.18,17,9.79,2,2,1,1.67,22.94,13.12,1.06,0.65,0.29,0.24,0.24,0,4.229,8.0,8.0,26.88,3.12,0.12,4.44,126,-0.33,17,0,3.8,2,0
R00183,0,12,0.0,0,3,4,7,459.75,19.16,24,41.236,3,4,4,3.67,31.96,16.07,1.14,0.25,0.17,0.38,0.17,0,4.279,8.0,8.0,73.75,3.12,0.25,5.44,374,1.0,24,0,3.9,0,2
R00184,0,16,0.0,0,2,2,3,402.87,21.2,19,35.413000000000004,3,3,4,3.33,31.63,16.49,1.14,0.26,0.53,0.37,0.26,0,4.289,7.0,7.0,74.57,3.14,0.29,5.46,100,2.0,19,0,4.3,0,1
R00185,0,3,0.0,2,2,3,6,364.1,19.16,19,32.480000000000004,5,3,3,3.67,37.05,15.25,1.16,0.68,0.16,0.26,0.32,0,4.142,6.0,6.0,33.5,2.83,0.5,4.56,281,0.5,18,0,4.3,2,2
R00186,0,1,0.0,1,3,5,5,140.27,14.03,10,45.84,5,4,1,3.33,28.5,13.13,1.03,0.5,0.3,0.2,0.2,0,4.34,3.0,3.0,38.67,2.67,0.0,4.65,628,0.33,10,0,5.0,3,2
R00187,0,75,0.0,0,0,0,1,366.62,20.37,18,0.0,1,1,3,1.67,31.78,16.24,1.18,0.56,0.33,0.39,0.22,0,4.111,3.0,3.0,57.67,3.67,0.0,5.36,731,0.0,18,0,4.7,1,1
R00188,0,8,0.0,0,1,2,3,250.2,17.87,14,13.260000000000002,4,2,1,2.33,24.71,15.69,1.07,0.57,0.07,0.36,0.0,0,4.314,3.0,3.0,132.33,2.0,0.33,5.58,342,0.0,14,1,3.7,3,0
R00190,0,42,0.0,0,0,1,1,378.32,22.25,17,0.0,1,1,3,1.67,36.65,17.51,1.16,0.41,0.47,0.35,0.12,0,4.218,3.0,3.0,40.0,3.67,0.67,5.0,442,-0.5,16,0,4.5,0,1
R00191,0,5,0.0,1,2,2,3,255.82,15.99,16,42.807,4,3,1,2.67,33.31,14.5,1.06,0.44,0.19,0.06,0.06,0,4.144,8.0,8.0,46.88,3.0,0.12,4.95,687,2.0,16,1,5.0,1,0
R00192,0,1,0.0,1,4,6,9,404.21,16.84,24,57.15,5,5,4,4.67,38.42,13.22,1.13,0.33,0.25,0.21,0.12,0,3.975,2.0,2.0,252.5,4.5,0.5,7.04,424,0.67,24,0,5.0,1,1
R00193,0,3,0.0,1,3,4,6,435.54,25.62,17,51.673,5,4,4,4.33,42.41,18.94,1.2,0.24,0.18,0.29,0.29,0,4.235,7.0,7.0,250.57,3.14,0.43,6.67,241,1.0,17,0,4.4,0,2
R00195,1,9,0.0,0,2,2,4,394.26,19.71,20,35.623999999999995,4,3,3,3.33,36.25,16.1,1.14,0.2,0.3,0.25,0.2,0,4.435,7.0,7.0,74.71,2.0,0.14,5.01,179,2.0,18,1,4.6,0,2
R00196,0,22,0.0,0,2,2,4,305.19,19.07,16,44.982,2,3,2,2.33,26.75,16.61,1.14,0.19,0.5,0.31,0.31,0,3.769,6.0,6.0,27.83,2.83,0.0,4.38,426,2.0,16,0,4.2,0,1
R00197,0,64,0.0,0,0,0,2,120.28,20.05,6,0.0,1,1,1,1.0,28.0,16.62,1.13,0.17,0.67,0.5,0.0,0,4.05,2.0,2.0,35.0,1.5,0.0,3.98,77,0.0,6,0,4.3,0,1
R00198,0,10,0.0,0,3,4,5,382.76,17.4,22,46.67,3,4,3,3.33,29.18,15.37,1.11,0.23,0.36,0.32,0.23,0,4.223,7.0,7.0,41.57,1.86,0.0,4.36,531,1.0,22,1,4.3,0,0
R00200,0,6,0.0,2,2,4,4,373.19,14.93,25,31.566,4,3,3,3.33,30.6,13.6,1.06,0.28,0.32,0.2,0.2,0,4.46,2.0,2.0,82.5,1.0,0.0,4.42,479,0.0,24,0,3.9,0,0
R00201,0,24,0.0,0,1,2,2,199.93,18.18,11,30.4,2,2,1,1.67,27.55,15.09,1.15,0.27,0.45,0.18,0.18,0,4.2,4.0,4.0,18.0,2.0,0.0,3.61,73,0.0,11,1,4.3,0,1
R00202,0,37,0.0,0,0,1,1,132.47,18.92,7,0.0,1,1,1,1.0,32.71,15.89,1.19,0.14,0.43,0.43,0.29,0,4.229,4.0,4.0,149.25,3.0,0.0,6.11,113,-0.5,7,0,5.0,0,1
R00203,0,3,0.0,1,3,4,4,330.29,17.38,19,31.936,5,4,2,3.67,30.53,14.51,1.14,0.32,0.16,0.21,0.26,0,4.205,4.0,4.0,147.0,1.75,0.0,5.55,287,1.0,19,0,4.8,1,0
R00204,0,25,0.0,0,2,2,3,338.1,18.78,18,25.967,2,3,2,2.33,27.94,14.57,1.16,0.56,0.5,0.28,0.28,0,4.111,4.0,4.0,30.25,2.25,0.5,4.24,692,2.0,17,0,4.4,3,1
R00205,0,9,0.0,0,3,8,8,465.58,20.24,23,59.015,4,4,5,4.33,36.65,15.83,1.19,0.26,0.3,0.3,0.26,0,4.126,7.0,7.0,110.86,3.29,0.14,5.9,379,-0.33,22,1,4.7,1,2
R00206,0,10,0.0,0,2,2,3,283.16,18.88,15,34.256,3,3,1,2.33,28.0,14.76,1.19,0.4,0.33,0.4,0.27,0,4.22,2.0,2.0,25.0,1.0,0.5,3.26,652,2.0,15,0,3.7,0,0
R00207,0,1,0.0,1,1,4,4,461.54,20.07,23,23.016,5,2,5,4.0,29.61,15.94,1.16,0.17,0.52,0.35,0.22,0,4.374,4.0,4.0,84.5,1.75,0.0,5.0,367,-0.5,22,0,4.2,0,1
R00208,0,55,0.0,0,0,1,2,278.69,19.91,14,0.0,1,1,1,1.0,33.29,16.81,1.15,0.29,0.57,0.36,0.14,0,4.064,4.0,4.0,40.0,3.75,0.25,5.02,375,-0.5,14,0,4.8,0,2
R00209,0,28,0.0,0,2,2,4,302.19,16.79,18,20.11,2,3,2,2.33,34.11,14.68,1.09,0.33,0.44,0.61,0.17,0,4.094,5.0,5.0,253.2,2.4,0.2,6.41,582,2.0,17,1,4.0,0,1
R00210,0,24,0.0,0,2,4,6,411.7,20.58,20,31.395,2,3,4,3.0,34.0,15.98,1.16,0.25,0.2,0.1,0.2,0,4.195,3.0,3.0,48.33,3.33,0.33,5.09,237,0.0,19,1,4.5,0,0
R00211,0,3,0.0,1,2,3,3,232.26,15.48,15,24.740000000000002,5,3,1,3.0,35.87,14.32,1.03,0.47,0.2,0.13,0.07,0,4.32,4.0,4.0,60.25,2.0,0.0,4.8,645,0.5,14,1,4.1,1,1
R00212,0,3,0.0,1,4,5,5,389.86,18.56,21,91.108,5,5,3,4.33,26.38,15.06,1.14,0.33,0.43,0.24,0.29,0,4.329,7.0,7.0,39.29,3.29,0.14,4.87,710,1.5,21,0,4.7,0,1
R00213,1,6,0.0,1,2,3,5,418.25,16.73,25,48.438,4,3,4,3.67,29.4,14.07,1.14,0.36,0.52,0.48,0.24,0,4.468,4.0,4.0,147.75,3.25,0.0,6.18,457,0.5,25,0,4.4,0,1
R00215,0,14,0.0,0,1,3,4,434.61,19.75,22,28.18,3,2,4,3.0,27.45,15.06,1.16,0.64,0.5,0.32,0.18,0,3.955,2.0,2.0,58.5,1.5,0.5,4.49,495,-0.33,21,0,4.9,2,1
R00216,0,9,0.0,0,4,7,8,400.47,21.08,19,89.313,4,5,4,4.33,40.0,16.42,1.21,0.32,0.53,0.37,0.21,0,4.326,6.0,6.0,61.67,3.17,0.0,5.28,252,0.25,19,0,4.1,1,1
R00217,0,10,0.0,0,1,3,5,368.31,17.54,21,14.319,3,2,3,2.67,27.81,13.55,1.17,0.67,0.1,0.19,0.1,0,4.29,5.0,5.0,63.6,3.0,0.4,5.26,425,-0.33,19,1,4.1,2,2
R00218,0,6,0.0,1,3,3,4,380.73,19.04,20,79.68,4,4,3,3.67,35.9,15.07,1.18,0.35,0.25,0.15,0.3,0,4.33,9.0,9.0,70.22,3.0,0.0,5.35,317,3.0,19,0,4.6,0,0
R00219,1,6,0.0,1,1,2,4,515.49,24.55,21,24.65,4,2,5,3.67,27.52,17.37,1.3,0.24,0.24,0.38,0.19,0,4.152,4.0,4.0,101.75,3.0,0.25,5.72,662,0.0,20,0,5.0,0,2
R00220,1,6,0.0,2,3,5,6,487.96,21.22,23,46.74,4,4,5,4.33,30.22,15.54,1.23,0.17,0.3,0.22,0.39,0,4.239,4.0,4.0,32.75,2.5,0.0,4.42,260,0.33,21,1,4.5,0,0
R00221,0,2,0.0,1,3,7,10,552.95,23.04,24,106.26400000000001,5,4,5,4.67,30.96,17.85,1.19,0.33,0.21,0.42,0.25,0,3.975,5.0,5.0,64.0,3.0,0.0,5.26,636,-0.2,24,1,4.3,0,0
R00222,0,22,0.0,0,2,3,4,244.12,16.27,15,31.588000000000005,2,3,1,2.0,33.2,14.74,1.09,0.2,0.33,0.53,0.2,0,4.287,7.0,7.0,72.57,4.0,0.14,5.67,495,0.5,15,1,3.5,0,2
R00223,0,35,0.0,0,0,2,5,402.75,18.31,22,0.0,1,1,4,2.0,33.77,15.18,1.13,0.41,0.18,0.45,0.18,0,4.168,5.0,5.0,93.8,4.4,0.0,6.03,594,-0.67,21,0,4.5,0,2
R00224,0,22,0.0,0,2,3,3,434.26,25.54,17,88.018,2,3,4,3.0,26.94,17.45,1.29,0.41,0.53,0.24,0.24,0,4.176,3.0,3.0,200.0,3.33,0.0,6.5,406,0.5,17,0,4.8,0,1
R00225,0,11,0.0,0,3,4,4,260.32,20.02,13,84.45,3,4,1,2.67,25.23,16.67,1.12,0.23,0.31,0.15,0.23,0,3.938,3.0,3.0,68.0,3.0,0.33,5.32,508,1.0,13,0,5.0,1,2
R00227,0,6,0.0,1,2,4,5,192.58,14.81,13,22.270000000000003,4,3,1,2.67,32.38,13.22,1.09,0.15,0.46,0.23,0.08,0,4.362,8.0,8.0,96.38,3.62,0.0,5.86,666,0.0,13,1,5.0,0,1
R00228,0,23,0.0,0,1,5,6,261.93,14.55,18,8.84,2,2,1,1.67,30.0,13.39,1.07,0.28,0.17,0.28,0.17,0,4.533,1.0,1.0,14.0,5.0,0.0,4.26,451,-0.6,17,0,4.2,0,2
R00229,0,1,0.0,1,3,4,5,438.11,20.86,21,58.475,5,4,4,4.33,27.43,16.83,1.11,0.33,0.24,0.29,0.29,0,4.433,9.0,9.0,140.89,2.33,0.11,5.8,668,1.0,20,0,3.6,0,0
R00230,0,18,0.0,0,2,2,6,425.7,17.74,24,24.598,2,3,4,3.0,32.71,16.19,1.06,0.12,0.38,0.25,0.08,0,4.083,6.0,6.0,54.0,3.5,0.17,5.25,664,2.0,24,0,5.0,1,2
R00231,0,12,0.0,0,1,3,4,359.04,16.32,22,8.43,3,2,3,2.67,31.95,14.2,1.1,0.14,0.23,0.18,0.18,0,4.459,4.0,4.0,57.0,3.0,0.25,5.15,339,-0.33,22,0,3.8,0,0
R00232,0,6,0.0,1,1,1,1,307.01,21.93,14,99.117,4,2,2,2.67,31.43,15.07,1.24,0.36,0.29,0.14,0.29,0,4.307,7.0,7.0,113.71,2.14,0.0,5.5,315,1.0,14,0,4.1,0,2
R00233,0,2,0.0,1,5,7,9,541.91,21.68,25,129.427,5,5,5,5.0,30.52,16.36,1.19,0.32,0.4,0.28,0.16,0,4.008,3.0,3.0,49.0,3.0,0.0,5.0,423,1.0,25,1,4.5,0,2
R00234,0,14,0.0,0,1,4,5,252.53,18.04,14,35.29,3,2,1,2.0,32.5,15.16,1.09,0.36,0.5,0.43,0.29,0,3.9,4.0,4.0,400.25,2.75,0.25,7.0,524,-0.5,14,0,4.6,0,1
R00235,0,8,0.0,0,4,6,7,480.54,17.8,27,58.06,4,5,5,4.67,32.59,15.15,1.11,0.3,0.48,0.26,0.11,0,4.267,7.0,7.0,159.71,3.86,0.0,6.43,272,0.67,23,0,4.6,1,1
R00236,0,4,0.0,1,3,4,5,343.72,21.48,16,38.620000000000005,5,4,2,3.67,35.94,17.11,1.12,0.25,0.62,0.25,0.19,0,4.444,4.0,4.0,40.5,3.75,0.0,5.03,66,1.0,16,0,4.9,1,1
R00237,0,8,0.0,0,2,2,3,370.1,24.67,15,37.64,4,3,3,3.33,33.53,18.08,1.25,0.4,0.67,0.33,0.27,0,4.107,9.0,9.0,78.44,2.78,0.0,5.39,704,2.0,15,1,4.9,0,1
R00238,0,0,0.0,1,2,5,5,230.83,15.39,15,45.891000000000005,5,3,1,3.0,32.47,13.56,1.07,0.33,0.4,0.27,0.2,0,3.973,3.0,3.0,25.67,2.67,0.33,4.24,666,-0.25,15,0,4.1,0,1
R00239,0,16,0.0,0,3,5,5,282.07,20.15,14,37.898,3,4,1,2.67,31.93,16.13,1.2,0.36,0.21,0.29,0.21,0,4.286,4.0,4.0,37.0,2.0,0.0,4.32,322,0.33,14,0,4.7,0,0
R00240,0,18,0.0,0,1,2,2,302.25,21.59,14,19.66,2,2,2,2.0,31.79,16.54,1.21,0.29,0.21,0.29,0.29,0,4.221,2.0,2.0,192.0,4.0,0.5,6.65,592,0.0,14,1,3.8,0,2
R00241,0,15,0.0,0,2,4,6,643.57,22.19,29,24.52,3,3,5,3.67,33.59,16.76,1.2,0.28,0.31,0.31,0.34,0,4.228,7.0,7.0,72.0,3.0,0.14,5.38,640,0.0,27,0,4.1,0,2
R00242,0,23,0.0,0,1,1,1,242.0,14.24,17,7.55,2,2,1,1.67,25.65,14.02,1.01,0.18,0.29,0.12,0.06,0,4.235,4.0,4.0,70.0,3.0,0.0,5.35,644,1.0,17,0,4.2,0,2
R00243,0,25,0.0,0,1,3,3,312.09,19.51,16,10.01,2,2,2,2.0,30.31,16.32,1.12,0.38,0.19,0.25,0.25,0,4.262,5.0,5.0,82.6,2.2,0.0,5.21,634,-0.33,16,0,4.5,0,2
R00244,0,26,0.0,0,1,1,3,252.94,16.86,15,25.472,2,2,1,1.67,38.0,13.69,1.19,0.13,0.27,0.4,0.2,0,4.133,6.0,6.0,38.17,2.33,0.0,4.5,444,1.0,15,0,5.0,0,2
